#SET|Q|ID|DIFF|KEY|FMT|FIG|STEM|CHOICES|DISTRACTOR_LOGIC
Linear Equations in Two Variables 3|3.18|94b48cbf|403|D|mcq|-|7x+2y=-31 has x-intercept (a,0) and y-intercept (0,b). What is b/a?|-7/2;-2/7;2/7;7/2|a=-31/7 and b=-31/2 so b/a=7/2; A/B=sign or inversion errors; D=CORRECT
Linear Equations in Two Variables 3|3.19|05bb1af9|805|A|mcq|line-graph-shallow-negative|The graph of y=f(x)+14 has y-intercept 2 and slope -1/4. Which equation defines function f?|f(x)=-(1/4)x-12;f(x)=-(1/4)x+16;f(x)=-(1/4)x+2;f(x)=-(1/4)x-14|Subtract 14 from the graphed intercept; B=added 14 instead; C=read the graph directly without shifting; D=subtracted 14 from 0; A=CORRECT
Linear Equations in Two Variables 3|3.20|abcd0004|631|B|mcq|-|For 2x+3y=7 and 10x+15y=35, which point lies on the graph of each equation for every real number r?|(r/5+7,-r/5+35);(-3r/2+7/2,r);(r,2r/3+7/3);(r,-3r/2+7/2)|The equations are the same line; solving for x with y=r gives x=7/2-3r/2; C/D=solved for y with the wrong sign or coefficient; B=CORRECT
Linear Equations in Two Variables 3|3.21|db422e7f|218|0.5|spr|-|Line p is 4y+8x=6. Line r is perpendicular to p. What is the slope of line r?|-|SPR: slope of p is -2 so r has slope 0.5
Linear Equations in Two Variables 3|3.22|6d8ad460|700|1.2|spr|line-graph-through-points|Line k passes through (-6,0) and (0,-5). Line j is perpendicular to k. What is the slope of line j?|-|SPR: slope of k is -5/6 so j has slope 6/5=1.2
Linear Functions 1|1.1|84664a7c|528|A|mcq|-|A roller-coaster car starts 15 feet above ground and rises 8 feet per second. Which equation gives height h after s seconds?|h=8s+15;h=15s+335/8;h=8s+335/15;h=15s+8|Rate multiplies time and the initial height is the constant; D=swapped rate and intercept; B/C=invented fractions; A=CORRECT
Linear Functions 1|1.2|06fc1726|470|C|mcq|-|If f(x)=(2x-1)/3, what is the value of f(5)?|4/3;7/3;3;9|(10-1)/3=3; A/B=arithmetic slips in the numerator; D=forgot to divide by 3; C=CORRECT
Linear Functions 1|1.3|6863c7ce|424|C|mcq|-|d=16t gives distance d in inches after t seconds. Best interpretation of 16?|Object moved a total of 16 inches;Object moved a total of 16t inches;Object moves at 16 inches per second;Object moves at 1/16 inches per second|16 is the rate of change; A=treats it as a total; B=describes the whole expression; D=inverted the rate; C=CORRECT
Linear Functions 1|1.4|bf36c815|436|D|mcq|-|The function g is defined by g(x)=-x+8. What is the value of g(0)?|-8;0;4;8|Substitute 0 to get 8; A=sign error; B=evaluated the x term only; C=halved; D=CORRECT
Linear Functions 1|1.5|3f5375d9|671|A|mcq|line-graph-cab-cost|A graph of cab cost versus miles has y-intercept 3 and passes through (5,13). What is the cost for each additional mile?|2.00;2.60;3.00;5.00|Slope is (13-3)/5=2; B=divided the endpoint by the miles; C=gave the flat fee; D=misread; A=CORRECT
Right Triangles and Trigonometry 1|1.1|e6f2ace7|816|C|mcq|right-triangle-legs-3-7|The lengths of the legs of a right triangle are 3 and 7. Which is closest to the length of the hypotenuse?|3.2;5;7.6;20|sqrt(9+49)=sqrt58=7.62; A=sqrt of the difference; B=averaged the legs; D=treated 3 and 7 as a sum-of-squares total; C=CORRECT
Right Triangles and Trigonometry 1|1.2|145337bc|724|A|mcq|right-triangle-45-45-24|A right triangle has two 45 degree angles and a leg of 24. What is the value of x, the other leg?|24;45;48;69|In a 45-45-90 triangle the legs are equal; B=copied the angle; C=doubled; D=added 45+24; A=CORRECT
Right Triangles and Trigonometry 1|1.3|a6097ec2|730|C|mcq|right-triangle-hyp-73-leg-63|A right triangle has hypotenuse 73 and the leg opposite angle x is 63. What is the value of sin x?|1/73;10/73;63/73;136/73|sin=opposite/hypotenuse; A/B=used a difference in the numerator; D=used the sum of the sides; C=CORRECT
Right Triangles and Trigonometry 1|1.4|bbaac300|413|A|mcq|-|Triangle ABC is similar to DEF with A corresponding to D and angles C and F right angles. If cos B=1/22, what is cos E?|1/22;1/23;21/22;22/23|Similar triangles have equal corresponding angles so B corresponds to E; A=CORRECT; B/C/D=treated the ratio as if it changed with scale
Right Triangles and Trigonometry 1|1.5|36661021|724|B|mcq|right-triangle-legs-9-6|A right triangle has legs 9 and 6 with hypotenuse c. Which is closest to the value of c?|7.5;10.8;15;58.5|sqrt(81+36)=sqrt117=10.8; A=averaged; C=added the legs; D=sum of squares without the root; B=CORRECT
Right Triangles and Trigonometry 2|2.1|902dc959|618|C|mcq|right-triangle-ABC-29-20-21|In right triangle ABC with right angle at C, AB=29, BC=20, AC=21. What is the value of tan A?|20/29;21/29;20/21;21/20|tan=opposite/adjacent=BC/AC; A=sin A; B=cos A; D=reciprocal (tan B); C=CORRECT
Right Triangles and Trigonometry 2|2.2|de550be0|696|A|mcq|right-triangle-hyp-21-leg-6|A right triangle has hypotenuse 21 and one leg 6. Which expression represents the other leg a?|sqrt(21^2-6^2);21^2-6^2;sqrt(21-6);21-6|Pythagorean theorem solved for a leg; B=omitted the square root; C=subtracted before squaring; D=subtracted the sides directly; A=CORRECT
Right Triangles and Trigonometry 2|2.3|9ec76b54|397|B|mcq|-|A right triangle has legs 28 cm and 20 cm. What is the length of the hypotenuse, in cm?|8sqrt6;4sqrt74;48;1184|sqrt(784+400)=sqrt1184=4sqrt74; A=mis-simplified; C=added the legs; D=forgot the square root; B=CORRECT
Right Triangles and Trigonometry 2|2.4|bf8d843e|548|B|mcq|triangle-ABC-altitude-BD|In triangle ABC, BD is an altitude to AC, angle ABD is 30 degrees, BC=12, angle C is 60 degrees. What is the length of AD?|4;6;6sqrt2;6sqrt3|BD=6sqrt3 then AD=BD tan30=6; A=used the wrong ratio; C=used a 45 degree ratio; D=gave BD instead of AD; B=CORRECT
Right Triangles and Trigonometry 2|2.5|a5aee181|394|B|mcq|-|A rectangle has diagonal 5sqrt17 and shorter side 5. What is the length of the longer side?|sqrt17;20;15sqrt2;400|sqrt(425-25)=sqrt400=20; A=dropped the factor of 5; C=misapplied a 45 degree ratio; D=forgot the square root; B=CORRECT
Right Triangles and Trigonometry 2|2.6|13d9a1c3|315|4|spr|right-triangle-PQR-30|In right triangle PQR with right angle at P, QR=8 and angle R is 30 degrees. What is the length of PQ?|-|SPR: 8 sin30=4; error 4sqrt3 (used cosine)
Right Triangles and Trigonometry 2|2.7|a71617d3|561|45|spr|right-triangle-legs-32-32|A right triangle has both legs equal to 32 and acute angle x. What is the value of x?|-|SPR: equal legs give 45 degrees
Right Triangles and Trigonometry 2|2.8|5a7e3b46|450|B|mcq|-|In triangle ABC, angle B is right and BC is 136 mm. If cos A=3/5, what is the length of AB, in mm?|34;102;136;170|3-4-5 scaled by 34 gives AB=102; A=gave the scale factor; C=copied BC; D=gave the hypotenuse; B=CORRECT
Right Triangles and Trigonometry 2|2.9|659cb706|724|D|mcq|right-triangle-XYZ-27-35|In right triangle XYZ with right angle at Z, XZ=27 and ZY=35. Which has the same value as sin X?|tan X;tan Y;cos X;cos Y|Complementary angles give sin X=cos Y; A/B=tangent ratios differ; C=cos X uses the other leg; D=CORRECT
Right Triangles and Trigonometry 3|3.1|bd87bc09|446|24|spr|right-triangle-ABC-26|Triangle ABC is right angled at C with AB=26 and sin B=5/13. What is the length of BC?|-|SPR: AC=10 so BC=sqrt(676-100)=24; error 10 (gave AC)
Right Triangles and Trigonometry 3|3.2|1429dcdf|543|16/23|spr|right-triangle-hyp-23-leg-16|A right triangle has hypotenuse 23 and the side opposite angle x is 16. What is sin x?|-|SPR: 16/23; error 23/16 (inverted)
Right Triangles and Trigonometry 3|3.3|4c95c7d4|603|C|mcq|trapezoid-three-equilateral|A trapezoid logo is made of three congruent equilateral triangles with perimeter 20 cm. Two triangles are shaded. What is the combined shaded area, in cm^2?|2sqrt3;4sqrt3;8sqrt3;16|Perimeter 5s=20 so s=4 and each area is 4sqrt3; A/B=used one triangle or the wrong side; D=used the square area; C=CORRECT
Right Triangles and Trigonometry 3|3.4|55bb437a|415|6|spr|triangle-ABC-DE-parallel|In right triangle ABC with right angle at A, tan B=3/4, BC=15, DA=4, and DE is parallel to AC. What is the length of DE?|-|SPR: AC=9, AB=12, BD=8, ratio 2/3 so DE=6
Right Triangles and Trigonometry 3|3.5|6933b3d9|317|0|spr|triangle-RST-12-5|In right triangle RST with right angle at S, RS=12 and ST=5. Point W lies on RT. What is cos(angle RSW) - sin(angle WST)?|-|SPR: the two angles are complementary so the expression is 0
Right Triangles and Trigonometry 3|3.6|6ab30ce3|398|D|mcq|-|Triangle ABC is similar to DEF with C and F right angles. If tan A=sqrt3 and DF=125, what is the length of DE?|125sqrt3/3;125sqrt3/2;125sqrt3;250|Angle D is 60 degrees so DE=DF/cos60=250; C=gave EF; A/B=inverted ratios; D=CORRECT
Right Triangles and Trigonometry 3|3.7|7c25b0dc|242|12|spr|-|A rectangle has diagonal 3sqrt17 and shorter side 3. What is the length of the longer side?|-|SPR: sqrt(153-9)=12
Right Triangles and Trigonometry 3|3.8|c6dff223|247|21/29|spr|-|Triangle ABC is similar to DEF with C and F right angles and AB 2.9 times DE. If tan A=21/20, what is sin D?|-|SPR: similarity preserves angles so sin D=sin A=21/29; the 2.9 scale factor is irrelevant
Right Triangles and Trigonometry 3|3.9|92eb236a|544|D|mcq|-|In a right triangle the tangent of one acute angle is sqrt3/3. What is the tangent of the other acute angle?|-sqrt3/3;-3/sqrt3;sqrt3/3;3/sqrt3|Tangents of complementary angles are reciprocals; A/B=introduced a negative; C=repeated the given; D=CORRECT
Right Triangles and Trigonometry 3|3.10|2be01bd9|246|7/50|spr|-|Triangle ABC is similar to DEF with A corresponding to D, C corresponding to F, and C and F right angles. If tan A=50/7, what is tan E?|-|SPR: E corresponds to B which is complementary to A so tan E=7/50
Right Triangles and Trigonometry 3|3.11|dba6a25a|417|30|spr|triangle-CBD-CAE-parallel|In the figure BD is parallel to AE with CB=8, BD=6, and AE=18. What is the length of CE?|-|SPR: ratio 1/3 gives CA=24 so CE=sqrt(576+324)=30
Right Triangles and Trigonometry 3|3.12|25da87f8|242|12|spr|-|A 30-60-90 triangle has a perimeter of 18+6sqrt3. What is the length of the longest side?|-|SPR: x(3+sqrt3)=6(3+sqrt3) so x=6 and the hypotenuse is 12
Right Triangles and Trigonometry 3|3.13|568d66a7|395|B|mcq|-|An isosceles right triangle has a perimeter of 94+94sqrt2 inches. What is the length of one leg?|47;47sqrt2;94;94sqrt2|L(2+sqrt2)=94(1+sqrt2) gives L=47sqrt2; A=halved without the radical; C=gave the hypotenuse-like value; D=doubled; B=CORRECT
Right Triangles and Trigonometry 3|3.14|8027db3f|221|45/51|spr|-|In triangle JKL, cos K=24/51 and angle J is a right angle. What is the value of cos L?|-|SPR: K and L are complementary so cos L=sin K=45/51=15/17
Right Triangles and Trigonometry 3|3.15|0e709a29|476|D|mcq|-|Right triangle RST has RS=440, ST=384, TR=584 and is similar to UVW with S corresponding to V and T to W. What is tan W?|48/73;55/73;48/55;55/48|Angle W equals angle T so tan T=RS/ST=440/384=55/48; A/B=sine or cosine ratios; C=reciprocal; D=CORRECT
Right Triangles and Trigonometry 3|3.16|ffe862a3|370|C|mcq|-|An isosceles right triangle has a hypotenuse of 58 inches. What is the perimeter, in inches?|29sqrt2;58sqrt2;58+58sqrt2;58+116sqrt2|Each leg is 29sqrt2 so the perimeter is 58+58sqrt2; A=one leg; B=the two legs only; D=doubled the legs; C=CORRECT
Right Triangles and Trigonometry 3|3.17|14e7c1f4|407|A|mcq|-|For acute angles Q and R, cos Q=sin R. Their measures are x+61 and 4x+4 degrees. What is x?|5;19;23;29|Complementary angles sum to 90 so 5x+65=90; B/C/D=set the expressions equal or summed to 180; A=CORRECT
Right Triangles and Trigonometry 3|3.18|a67b9f88|562|52/53|spr|right-triangle-RST-53|In right triangle RST with right angle at S, RT=53 and RS=sqrt105. What is sin R?|-|SPR: ST=sqrt(2809-105)=52 so sin R=52/53
Right Triangles and Trigonometry 3|3.19|58c26db8|409|C|mcq|-|An isosceles right triangle has a perimeter of 18+18sqrt2 inches. What is the length of the hypotenuse?|9;9sqrt2;18;18sqrt2|Legs are 9sqrt2 so the hypotenuse is 18; A/B=gave a leg or half of one; D=multiplied the hypotenuse by sqrt2 again; C=CORRECT
Linear Inequalities 1|1.1|2c121b25|506|A|mcq|-|Container 1 is 30 percent red beads and container 2 is 70 percent red; together at least 400 red beads. Which inequality shows this with x and y total beads?|0.3x+0.7y>=400;0.7x+0.3y<=400;x/3+y/7<=400;30x+70y>=400|A=CORRECT; B=swapped percents and reversed the sign; C=divided instead of taking a percent; D=used whole numbers not decimals
Linear Inequalities 1|1.2|ee439cff|446|B|mcq|-|Rhett drove 35 mph for r hours and Jessica 40 mph for j hours; total distance under 220 miles. Which inequality represents this?|35r+40j>220;35r+40j<220;40r+35j>220;40r+35j<220|B=CORRECT; A/C=reversed the inequality (under means less than); C/D=swapped the speeds
Linear Inequalities 1|1.3|563407e5|417|B|mcq|-|Each tray has at least 50 but no more than 60 cookies. Which could be the total on 4 trays?|165;205;245;285|Range is 200 to 240; A=below the minimum; C/D=above the maximum; B=CORRECT
Linear Inequalities 1|1.4|df32b09c|486|C|mcq|-|Tom scored 85, 78, and 98 on three exams. Which inequality gives the fourth score G for a mean of at least 90?|90-(85+78+98)<=4G;4G+85+78+98>=360;(G+85+78+98)/4>=90;(85+78+98)/4>=90-4G|C=mean of four scores at least 90 CORRECT; A/B/D=misplace G or multiply it by 4
Linear Inequalities 1|1.5|915463e0|451|C|mcq|-|Normal adult body temperature is between 97.8 F and 99 F inclusive. Which could be Kevin's temperature?|96.7;97.6;97.9;99.7|C=inside the interval CORRECT; A/B=below the lower bound; D=above the upper bound
Linear Inequalities 1|1.6|89541f9b|513|C|mcq|roman-numeral|Which ordered pairs satisfy 5x-3y<4? I. (1,1)  II. (2,5)  III. (3,2)|I only;II only;I and II only;I and III only|I gives 2<4 and II gives -5<4 but III gives 9 which fails; C=CORRECT
Linear Inequalities 1|1.7|84d0d07e|472|A|mcq|-|Shirts cost 15 dollars and pants 25 dollars; Geoff can spend at most 120 dollars on s shirts and p pants. Which must be true?|15s+25p<=120;15s+25p>=120;25s+15p<=120;25s+15p>=120|A=CORRECT; B/D=reversed the inequality (at most means less than or equal); C/D=swapped the prices
Linear Inequalities 1|1.8|e744499e|621|A|mcq|system-of-inequalities|A teacher orders x workbooks at 3 dollars and y flash card sets at 4 dollars, at least 20 items and at most 80 dollars. Which system models this?|x+y>=20 and 3x+4y<=80;x+y>=20 and 3x+4y>=80;3x+4y<=20 and x+y>=80;x+y<=20 and 3x+4y>=80|A=CORRECT; B=wrong sign on cost; C/D=swapped the count and cost constraints
Linear Inequalities 1|1.9|b75f7812|312|4|spr|-|A boat rental costs 60 dollars per hour plus a 10 dollar course; Maria will spend no more than 280 dollars and rents whole hours. What is the maximum number of hours?|-|SPR: 60h+10<=280 gives h<=4.5 so 4; error 5 (rounded up past the cap)
Linear Inequalities 1|1.10|72a5fd28|246|5|spr|-|50 dinner rolls are needed and rolls come in packages of 12. What is the minimum number of packages?|-|SPR: 50/12=4.17 so 5; error 4 (rounded down)
Linear Inequalities 1|1.11|86f7483f|443|B|mcq|-|A dragonfly traveled a minimum of 1,510 and a maximum of 4,130 miles between stopovers. Which inequality represents possible distance d?|d<=1510;1510<=d<=4130;d>=4130;4130<=d<=5640|B=CORRECT; A/C=kept only one bound; D=used the maximum as the minimum
Linear Inequalities 1|1.12|cfe67646|470|A|mcq|system-of-inequalities|The point (8,2) is a solution to which system of inequalities?|x>0 and y>0;x>0 and y<0;x<0 and y>0;x<0 and y<0|Both coordinates are positive; A=CORRECT; B/C/D=wrong sign on one or both
Linear Inequalities 1|1.13|208626df|436|B|mcq|-|2l+2w<=27 gives length and width for a perimeter at most 27. Best interpretation of (l,w)=(8,3)?|Length 3 width 8 perimeter at most 27;Length 8 width 3 perimeter at most 27;Length 3 width 8 perimeter at least 27;Length 8 width 3 perimeter at least 27|B=CORRECT; A/C=swapped the coordinates; C/D=reversed the inequality direction
Linear Inequalities 1|1.14|f01ef454|439|C|mcq|-|A granite slab has volume greater than 12.7 and less than 15.7 cubic feet and weighs 165 pounds per cubic foot. Which inequality represents total weight x?|165-15.7<x<165-12.7;165+12.7<x<165+15.7;165(12.7)<x<165(15.7);165/15.7<x<165/12.7|Weight is density times volume; A/B=subtracted or added; D=divided; C=CORRECT
Linear Inequalities 1|1.15|2869fe95|435|C|mcq|-|Over 3 weeks the lowest temperature was 31 F and the highest 67 F. Which inequality is true for any recorded temperature t?|t>=98;t>=67;31<=t<=67;t<=31|C=CORRECT; A=added the bounds; B/D=kept only one bound
Linear Inequalities 1|1.16|4a090a46|412|A|mcq|-|Julissa needs at least 100 hours of flight time and has 86. What is the minimum number of additional hours?|14;76;86;186|100-86=14; B=misc; C=copied the given; D=added; A=CORRECT
Lines, Angles, and Triangles 1|1.1|c8d60e48|527|B|mcq|isosceles-triangle-ABC|In triangle ABC, AB=AC and angle ABC measures 67 degrees. What is the value of x, the measure of angle A?|36;46;58;70|Base angles are both 67 so x=180-134=46; A/C/D=used only one base angle or subtracted from 90; B=CORRECT
Lines, Angles, and Triangles 1|1.2|a6dbad6b|527|B|mcq|parallel-lines-triangle|Lines l and m are parallel, y=20, and z=60. What is the value of x?|120;100;90;80|Alternate interior angles put 20 and 60 in the triangle so x=100; A/C/D=used a supplement or summed incorrectly; B=CORRECT
Lines, Angles, and Triangles 1|1.3|cbe8ca31|369|A|mcq|-|In triangle XYZ, angle X is 24 degrees and angle Y is 98 degrees. What is the measure of angle Z?|58;74;122;212|180-24-98=58; B=subtracted from 196; C=added the two given; D=summed all three; A=CORRECT
Lines, Angles, and Triangles 1|1.4|c24e1bda|699|D|mcq|parallel-lines-transversal|Line m is parallel to line n and a transversal makes a 134 degree angle at m. What is the value of w at n?|13;34;66;134|Corresponding angles are equal; A/B/C=took a supplement or a difference; D=CORRECT
Lines, Angles, and Triangles 1|1.5|3563d76d|467|C|mcq|-|The Washington Monument is 555 feet tall and casts a 300-foot shadow; a cherry tree casts a 16-foot shadow. Closest height of the tree, in feet?|10;20;30;35|Similar triangles give 555(16/300)=29.6; A/B=underestimated the ratio; D=overestimated; C=CORRECT
Lines, Angles, and Triangles 1|1.6|dfc420b2|553|C|mcq|intersecting-segments-ADBE|AD intersects BE at C. Angle A is 20, angle B is x=100, angle E is 40. What is the value of y?|100;90;80;60|Angle ACB=60 so vertical angle DCE=60 and y=180-40-60=80; A=copied x; D=gave the vertical angle; C=CORRECT
Lines, Angles, and Triangles 1|1.7|410bdbe6|511|A|mcq|triangle-31-2b-a|In the triangle shown the angles are 31, 2b, and a degrees with a=45. What is the value of b?|52;59;76;104|31+2b+45=180 so 2b=104 and b=52; D=gave 2b; B/C=arithmetic slips; A=CORRECT
Lines, Angles, and Triangles 1|1.8|087cdcfd|518|C|mcq|three-lines-at-P|Three lines intersect at point P with x=65 and y=75. What is the value of z?|140;80;40;20|The three angles on one side of a line sum to 180 so z=40; A=added x and y; B/D=partial subtractions; C=CORRECT
Lines, Angles, and Triangles 1|1.9|992f4e93|526|C|mcq|parallel-lines-64|Lines l and k are parallel and a transversal makes a 64 degree angle at k. What is the value of a at l?|26;64;116;154|Co-interior angles are supplementary so a=116; A=complement; B=copied the given; D=added 90; C=CORRECT
Lines, Angles, and Triangles 1|1.10|5733ce30|585|D|mcq|triangle-exterior-angle|AC extends to D and the exterior angle BCD is 110 degrees, with angle BAC equal to angle BCA. What is the value of x, the measure of angle B?|110;70;55;40|Angle BCA=70 so angle BAC=70 and x=40; A=copied the exterior angle; B=gave a base angle; C=halved; D=CORRECT
Lines, Angles, and Triangles 1|1.11|3828f53d|517|A|mcq|parallel-lines-130|Lines m and n are parallel with a 130 degree angle marked and a right angle shown. What is the value of b?|40;50;65;80|b=40 CORRECT; B=used the supplement of 130; C=halved 130; D=misc
Lines, Angles, and Triangles 1|1.12|42b4493b|394|B|mcq|-|In a right triangle one acute angle measures 51 degrees. What is the measure of the other acute angle?|6;39;49;51|Acute angles are complementary so 90-51=39; A/C=subtracted from a wrong total; D=copied the given; B=CORRECT
Nonlinear Equations and Systems 1|1.1|3c95093c|456|B|mcq|-|Which inequality is equivalent to 6x-9y>12?|x-y>2;2x-3y>4;3x-2y>4;3y-2x>2|Divide every term by 3; A=divided unevenly; C=swapped the coefficients; D=reversed the terms without flipping the sign; B=CORRECT
Nonlinear Equations and Systems 1|1.2|4ca30186|818|C|mcq|graph-line-and-curve|The graph of a linear and a nonlinear equation intersects at one marked point. What is the solution (x,y)?|(0,0);(0,2);(2,4);(4,0)|Read the intersection point; A/B/D=read an intercept of one curve instead of the intersection; C=CORRECT
Nonlinear Equations and Systems 1|1.3|3de7a7d7|403|B|mcq|-|Which is a solution to the equation 2x^2-4=x^2?|1;2;3;4|x^2=4 so x=2 or -2; A/C/D=did not isolate x^2 correctly; B=CORRECT
Nonlinear Equations and Systems 1|1.4|70f98ab4|424|B|mcq|-|q-29r=s relates positive numbers q, r, and s. Which expresses q in terms of r and s?|q=s-29r;q=s+29r;q=29rs;q=-s/(29r)|Add 29r to both sides; A=subtracted instead; C/D=multiplied or divided; B=CORRECT
Nonlinear Equations and Systems 1|1.5|568aaf27|455|D|mcq|-|For the system x+y=12 and y=x^2, which is a possible value of x?|0;1;2;3|Substitution gives x^2+x-12=0 so x=3 or x=-4; A/B/C=do not satisfy the equation; D=CORRECT
Nonlinear Equations and Systems 1|1.6|b76a2815|530|A|mcq|-|P=W/t gives power from work W over time t. Which expresses W in terms of P and t?|W=Pt;W=P/t;W=t/P;W=P+t|Multiply both sides by t; B/C=divided; D=added; A=CORRECT
Nonlinear Equations and Systems 1|1.7|c7789423|242|11, -7|spr|-|What is one possible solution to the equation absolute value of (x-2) equals 9?|-|SPR: x-2=9 or x-2=-9 so x=11 or x=-7; both accepted
Nonlinear Equations and Systems 1|1.8|eb268057|498|A|mcq|-|Which value of x satisfies x^2=64?|-8;4;32;128|x=8 or -8; B=took a quarter; C=halved; D=doubled; A=CORRECT
Nonlinear Functions 1|1.1|6abec9a8|795|B|mcq|exponential-decay-graph|An exponential curve rises from below toward a horizontal asymptote at y=-4 and crosses the y-axis at -5. What is the y-intercept of the graph shown?|(-1,-9);(0,-5);(0,-4);(0,0)|The y-intercept is where x=0; A=used a different point; C=gave the asymptote; D=assumed the origin; B=CORRECT
Nonlinear Functions 1|1.2|1ee962ec|1047|C|mcq|parabola-ocean-water-table|A parabola models ocean water level over 6 hours with zeros at x=0 and x=6 and vertex (3,-12). Which table gives x values and their corresponding y values?|(0,-12),(0,3),(3,6);(0,0),(3,12),(0,-6);(0,0),(3,-12),(6,0);(0,0),(12,3),(-6,0)|C=matches the zeros and vertex CORRECT; A/B=sign errors or repeated x values; D=swapped coordinates
Nonlinear Functions 1|1.3|788bfd56|370|B|mcq|-|The function f is defined by f(x)=4+sqrt(x). What is the value of f(144)?|0;16;40;76|sqrt144=12 so 4+12=16; A=subtracted; C/D=multiplied instead of adding; B=CORRECT
Nonlinear Functions 1|1.4|b39d74a0|1189|B|mcq|graph-choices-cubic|A table gives (0,0),(1,1),(2,8),(3,27). Which graph could represent this relationship?|decreasing cubic;increasing cubic through the origin;shifted cubic;steep curve not through the origin|The data are y=x^3, increasing through the origin; A=negative leading coefficient; C/D=wrong intercept or shape; B=CORRECT
One-Variable Data 1|1.1|f890dc20|425|B|mcq|-|What is the median of the seven data values 2, 2, 2, 3, 4, 4, 11?|2;3;4;9|The middle value of seven sorted numbers is the fourth; A=the mode; C=a common value; D=the range; B=CORRECT
One-Variable Data 1|1.2|8736334b|444|C|mcq|-|Data set A is 72, 73, 73, 76, 76 and data set B is 61, 64, 74, 85, x. If the means are equal, what is x?|77;85;86;95|Mean A is 74 so the sum of B must be 370 giving x=86; A/B/D=arithmetic slips; C=CORRECT
One-Variable Data 1|1.3|c88e0663|395|A|mcq|-|10 students sold a total of 90 boxes of cookies. Which can be calculated from this information?|Average boxes sold per student;Median boxes per student;Greatest number sold by one student;Least number sold by one student|Only the mean follows from a total and a count; B/C/D=require the individual values; A=CORRECT
One-Variable Data 1|1.4|12dae628|393|B|mcq|-|What is the mean of the data 2, 9, 14, 23, 32?|14;16;17;32|Sum 80 divided by 5; A=the median; C=misc; D=the maximum; B=CORRECT
One-Variable Data 1|1.5|fa7a0164|510|A|mcq|table-temperatures|A table gives high and low temperatures for five days; lows are 49, 37, 41, 54, 63. What was the mean low temperature?|48.8;49;59;59.1|Sum 244 divided by 5; B=the median-ish value; C/D=used the high temperatures; A=CORRECT
One-Variable Data 1|1.6|708590d7|446|D|mcq|-|Data set A is 1 through 7 and data set B is 1,1,2,2,3,3,4. Which statement correctly compares the means?|Each mean is 2;Each mean is 4;Mean of A is less than mean of B;Mean of A is greater than mean of B|Mean A is 4 and mean B is about 2.29; A/B=assumed equality; C=reversed; D=CORRECT
One-Variable Data 1|1.7|374b18f9|503|B|mcq|box-plot-timberland|A box plot summarizes acres of timberland in 13 counties. Which is closest to the median number of acres?|4399;7067;8831;10595|Read the line inside the box; A=read Q1; C=read Q3; D=read the maximum; B=CORRECT
Percentages 1|1.1|bd90f87e|856|B|mcq|table-minimum-wage|A table gives US minimum wage by year including 1.00 in 1960 and 1.60 in 1970. What was the percent increase from 1960 to 1970?|30;60;62.5;120|Increase 0.60 over the original 1.00; A=halved; C=divided by the new value; D=doubled; B=CORRECT
Percentages 1|1.2|8705ecba|394|C|mcq|-|A shirt costs 20 dollars before a 5 percent sales tax. What is the total cost including tax?|20.05;20.50;21.00;25.00|20 times 1.05; A=added 5 cents; B=used 2.5 percent; D=added 5 dollars; C=CORRECT
Percentages 1|1.3|191d167b|393|B|mcq|-|Last year 200 students enrolled; this year enrollment is 147 percent of last year. How many are enrolled this year?|247;294;347;394|200 times 1.47; A=added 47; C=added 147; D=doubled the answer; B=CORRECT
Percentages 1|1.4|bb7c8186|369|A|mcq|-|What is 23 percent of 100?|23;46;77;123|0.23 times 100; B=doubled; C=the complement; D=added to 100; A=CORRECT
Percentages 1|1.5|949cd96b|393|D|mcq|-|The base of a parallelogram is 89 percent of the height h. Which expression represents the base?|89h;0.089h;8.9h;0.89h|Convert the percent to a decimal; A=used the whole number; B/C=shifted the decimal wrongly; D=CORRECT
Probability 1|1.1|1353b86e|763|D|mcq|table-marbles|A table shows 8 red, 10 blue, 22 green marbles, total 40. What is the probability a randomly chosen marble is blue?|30/40;22/40;18/40;10/40|Favorable over total; A=complement of blue; B=green count; C=red plus green minus something; D=CORRECT
Probability 1|1.2|d89c1513|746|D|mcq|two-way-table-gas-beverage|A two-way table of 135 gas station customers shows 85 purchased gasoline and 50 did not. What is the probability a random customer did not purchase gasoline?|15/50;15/40;35/50;50/135|Row total over grand total; A/B/C=used a cell instead of the row total or the wrong denominator; D=CORRECT
Ratios, Rates, Proportions, and Units 1|1.1|3f5398a6|466|D|mcq|-|The ratio of miles m to seconds k is 1 to 5. If the time interval is 25 seconds, how many miles away is the lightning?|10;9;6;5|m=k/5=5; A/B/C=multiplied or mis-divided; D=CORRECT
Ratios, Rates, Proportions, and Units 1|1.2|000259aa|442|C|mcq|-|Monarch butterflies flew 2,100 miles in 120 days. On average how many miles per day?|0.057;0.729;17.5;24|2100/120=17.5; A=inverted the ratio; B=misc; D=used 120/5; C=CORRECT
Ratios, Rates, Proportions, and Units 1|1.3|312ba47c|393|A|mcq|-|The ratio of black pens to red pens is 8 to 1 and there are 40 black pens. How many red pens?|5;8;40;320|40/8=5; B=copied the ratio term; C=copied the given; D=multiplied instead of dividing; A=CORRECT
